t,roll,pitch
2.1413605213165283,0.0,0.0
2.1713664531707764,0.0,0.0
2.201376438140869,0.0,0.0
2.231383800506592,0.0,0.0
2.2613937854766846,0.0,0.0
2.291400194168091,0.0,0.0
2.3214077949523926,0.0,0.0
2.351416826248169,0.0,0.0
2.3814258575439453,0.0,0.0
2.4114325046539307,0.0,0.0
2.4414401054382324,0.0,0.0
2.4714505672454834,0.0,0.0
2.5014569759368896,0.0,0.0
2.531463146209717,0.0,0.0
2.5614736080169678,0.0,0.0
2.5914835929870605,0.0,0.0
2.621490478515625,0.0,0.0
2.651498794555664,0.0,0.0
2.681506633758545,0.0,0.0
2.711514472961426,0.0,0.0
2.741520881652832,0.0,0.0
2.771531105041504,0.0,0.0
2.801541805267334,0.0,0.0
2.831552028656006,0.0,0.0
2.861560583114624,0.0,0.0
2.8915679454803467,0.0,0.0
2.9215781688690186,0.0,0.0
2.951585292816162,0.0,0.0
2.9815921783447266,0.0,0.0
3.011603355407715,0.0,0.0
3.041611433029175,0.0,0.0
3.0716216564178467,0.0,0.0
3.101628065109253,0.0,0.0
3.13163685798645,0.0,0.0
3.1616458892822266,0.0,0.0
3.191654682159424,0.0,0.0
3.221660852432251,0.0,0.0
3.2516705989837646,0.0,0.0
3.2816779613494873,0.0,0.0
3.311685085296631,0.0,0.0
3.341695547103882,0.0,0.0
3.3717029094696045,0.0,0.0
3.4017109870910645,0.0,0.0
3.43171763420105,0.0,0.0
3.4617245197296143,0.0,0.0
3.491732358932495,0.0,0.0
3.521739959716797,0.0,0.0
3.5517473220825195,0.0,0.0
3.581756830215454,0.0,0.0
3.6117658615112305,0.0,0.0
3.641775608062744,0.0,0.0
3.6717822551727295,0.0,0.0
3.7017900943756104,0.0,0.0
3.7317967414855957,0.0,0.0
3.7618045806884766,0.0,0.0
3.791811943054199,0.0,0.0
3.821820020675659,0.0,0.0
3.851829767227173,0.0,0.0
3.8818366527557373,0.0,0.0
3.9118456840515137,0.0,0.0
3.941854953765869,0.0,0.0
3.9718642234802246,0.0,0.0
4.00187087059021,0.0,0.0
4.031880617141724,0.0,0.0
4.061888933181763,0.0,0.0
4.091898679733276,0.0,0.0
4.121906995773315,0.0,0.0
4.151915788650513,0.0,0.0
4.181925535202026,0.0,0.0
4.211932897567749,0.0,0.0
4.241943359375,0.0,0.0
4.271953105926514,0.0,0.0
4.301961183547974,0.0,0.0
4.331967830657959,0.0,0.0
4.36197566986084,0.0,0.0
4.3919837474823,0.0,0.0
4.421992063522339,0.0,0.0
4.452004432678223,0.0,0.0
4.482011556625366,0.0,0.0
4.512019634246826,0.0,0.0
4.542027950286865,0.0,0.0
4.5720374584198,0.0,0.0
4.6020448207855225,0.0,0.0
4.632055044174194,0.0,0.0
4.662062883377075,0.0,0.0
4.692070722579956,0.0,0.0
4.722080230712891,0.0,0.0
4.752089023590088,0.0,0.0
4.782098054885864,0.0,0.0
4.812108755111694,0.0,0.0
4.842117786407471,0.0,0.0
4.87212610244751,0.0,0.0
4.902134895324707,0.0,0.0
4.932143688201904,0.0,0.0
4.962154150009155,0.0,0.0
4.992161750793457,0.0,0.0
5.022172212600708,0.0,0.0
5.052181959152222,0.0,0.0
5.082188129425049,0.0,0.0
5.112197399139404,0.0,0.0
5.142205238342285,0.0,0.0
5.172212362289429,0.0,0.0
5.202219009399414,0.0,0.0
5.232226371765137,0.0,0.0
5.262234926223755,0.0,0.0
5.292243003845215,0.0,0.0
5.322251796722412,0.0,0.0
5.352259874343872,0.0,0.0
5.382268905639648,0.0,0.0
5.412276983261108,0.0,0.0
5.44228458404541,0.0,0.0
5.472294807434082,0.0,0.0
5.50230073928833,0.0,0.0
5.532309293746948,0.0,0.0
5.562316417694092,0.0,0.0
5.592323064804077,0.0,0.0
5.622332811355591,0.0,0.0
5.65234112739563,0.0,0.0
5.682348966598511,0.0,0.0
5.712357521057129,0.0,0.0
5.742368459701538,0.0,0.0
5.772374868392944,0.0,0.0
5.802383661270142,0.0,0.0
5.832393646240234,0.0,0.0
5.862401008605957,0.0,0.0
5.892411231994629,0.0,0.0
5.922417163848877,0.0,0.0
5.952425003051758,0.0,0.0
5.982433795928955,0.0,0.0
6.012444019317627,0.0,0.0
6.042450904846191,0.0,0.0
6.072458744049072,0.0,0.0
6.10246729850769,0.0,0.0
6.132475852966309,0.0,0.0
6.162485122680664,0.0,0.0
6.1924943923950195,0.0,0.0
6.222500801086426,0.0,0.0
6.2525084018707275,0.0,0.0
6.282515048980713,0.0,0.0
6.3125221729278564,0.0,0.0
6.342531442642212,0.0,0.0
6.372541666030884,0.0,0.0
6.402552127838135,0.0,0.0
6.432559490203857,0.0,0.0
6.462565898895264,0.0,0.0
6.492572069168091,0.0,0.0
6.522580146789551,0.0,0.0
6.552587270736694,0.0,0.0
6.582594394683838,0.0,0.0
6.612602233886719,0.0,0.0
6.642613649368286,0.0,0.0
6.6726226806640625,0.0,0.0
6.702630519866943,0.0,0.0
6.732637643814087,0.0,0.0
6.762645959854126,0.0,0.0
6.792654037475586,0.0,0.0
6.822662353515625,0.0,0.0
6.852671384811401,0.0,0.0
6.882678031921387,0.0,0.0
6.912684917449951,0.0,0.0
6.942694664001465,0.0,0.0
6.972700834274292,0.0,0.0
7.002708196640015,0.0,0.0
7.0327160358428955,0.0,0.0
7.062722206115723,0.0,0.0
7.092729568481445,0.0,0.0
7.122739791870117,0.0,0.0
7.152747392654419,0.0,0.0
7.182753324508667,0.0,0.0
7.212759971618652,0.0,0.0
7.242767810821533,0.0,0.0
7.2727742195129395,0.0,0.0
7.30278205871582,0.0,0.0
7.332789659500122,0.0,0.0
7.36279821395874,0.0,0.0
7.392806053161621,0.0,0.0
7.422814607620239,0.0,0.0
7.452824115753174,0.0,0.0
7.48283314704895,0.0,0.0
7.512843608856201,0.0,0.0
7.542850494384766,0.0,0.0
7.572858572006226,0.0,0.0
7.6028664112091064,0.0,0.0
7.632874965667725,0.0,0.0
7.662884950637817,0.0,0.0
7.692894697189331,0.0,0.0
7.7229015827178955,0.0,0.0
7.752907752990723,0.0,0.0
7.78291654586792,0.0,0.0
7.81292462348938,0.0,0.0
7.842931032180786,0.0,0.0
7.872939109802246,0.0,0.0
7.902950048446655,0.0,0.0
7.932958364486694,0.0,0.0
7.962964773178101,0.0,0.0
7.9929728507995605,0.0,0.0
8.0229811668396,0.0,0.0
8.052988052368164,0.0,0.0
8.082996606826782,0.0,0.0
8.113007068634033,0.0,0.0
8.143014192581177,0.0,0.0
8.173021078109741,0.0,0.0
8.203030586242676,0.0,0.0
8.233038663864136,0.0,0.0
8.263045310974121,0.0,0.0
8.293054819107056,0.0,0.0
8.32306170463562,0.0,0.0
8.353069305419922,0.0,0.0
8.38307523727417,0.0,0.0
8.413084506988525,0.0,0.0
8.443091630935669,0.0,0.0
8.473099946975708,0.0,0.0
8.503109693527222,0.0,0.0
8.533116102218628,0.0,0.0
8.563125848770142,0.0,0.0
8.59313416481018,0.0,0.0
8.623141765594482,0.0,0.0
8.653152227401733,0.0,0.0
8.683164119720459,0.0,0.0
8.713172674179077,0.0,0.0
8.743180274963379,0.0,0.0
8.773186445236206,0.0,0.0
8.803195476531982,0.0,0.0
8.833203315734863,0.0,0.0
8.863210439682007,0.0,0.0
8.89321756362915,0.0,0.0
8.923226356506348,0.0,0.0
8.95323395729065,0.0,0.0
8.98324179649353,0.0,0.0
9.013250350952148,0.0,0.0
9.043259859085083,0.0,0.0
9.073271751403809,0.0,0.0
9.103278398513794,0.0,0.0
9.133286952972412,0.0,0.0
9.16329312324524,0.0,0.0
9.193300247192383,0.0,0.0
9.223308324813843,0.0,0.0
9.253315925598145,0.0,0.0
9.283323287963867,0.0,0.0
9.313345432281494,0.0,0.0
9.343352556228638,0.0,0.0
9.373360633850098,0.0,0.0
9.403396606445312,0.0,0.0
9.433403730392456,0.0,0.0
9.463411808013916,0.0,0.0
9.493419408798218,0.0,0.0
9.523427486419678,0.0,0.0
9.553435325622559,0.0,0.0
9.583444118499756,0.0,0.0
9.613455057144165,0.0,0.0
9.643465757369995,0.0,0.0
9.673476219177246,0.0,0.0
9.703487157821655,0.0,0.0
9.733494281768799,0.0,0.0
9.763503313064575,0.0,0.0
9.7935152053833,0.0,0.0
9.823523998260498,0.0,0.0
9.853531837463379,0.0,0.0
9.883540153503418,0.0,0.0
9.913548707962036,0.0,0.0
9.94355821609497,0.0,0.0
9.97356915473938,0.0,0.0
10.003576755523682,0.0,0.0
10.033587217330933,0.0,0.0
10.063594341278076,0.0,0.0
10.093600988388062,0.0,0.0
10.123610973358154,0.0,0.0
10.15361762046814,0.0,0.0
10.183627367019653,0.0,0.0
10.213635206222534,0.0,0.0
10.243645429611206,0.0,0.0
10.273654699325562,0.0,0.0
10.303664207458496,0.0,0.0
10.333671808242798,0.0,0.0
10.363683462142944,0.0,0.0
10.39369010925293,0.0,0.0
10.423698425292969,0.0,0.0
10.45370602607727,0.0,0.0
10.483715534210205,0.0,0.0
10.513724565505981,0.0,0.0
10.543732404708862,0.0,0.0
10.573743343353271,0.0,0.0
10.603750228881836,0.0,0.0
10.6337571144104,0.0,0.0
10.663767337799072,0.0,0.0
10.693777084350586,0.0,0.0
10.72378396987915,0.0,0.0
10.753791570663452,0.0,0.0
10.783799171447754,0.0,0.0
10.813806295394897,0.0,0.0
10.843817949295044,0.0,0.0
10.873825311660767,0.0,0.0
10.903836011886597,0.0,0.0
10.933843851089478,0.0,0.0
10.963851928710938,0.0,0.0
10.99386191368103,0.0,0.0
11.023869752883911,0.0,0.0
11.053881406784058,0.0,0.0
11.08388876914978,0.0,0.0
11.113898992538452,0.0,0.0
11.143906354904175,0.0,0.0
11.173914670944214,0.0,0.0
11.203924655914307,0.0,0.0
11.233931064605713,0.0,0.0
11.26393985748291,0.0,0.0
11.293946981430054,0.0,0.0
11.323953866958618,0.0,0.0
11.35396122932434,0.0,0.0
11.383973598480225,0.0,0.0
11.413979768753052,0.0,0.0
11.443989276885986,0.0,0.0
11.473999261856079,0.0,0.0
11.504007816314697,0.0,0.0
11.534014463424683,0.0,0.0
11.564022779464722,0.0,0.0
11.594034671783447,0.0,0.0
11.624042749404907,0.0,0.0
11.654051780700684,0.0,0.0
11.68405818939209,0.0,0.0
11.714068174362183,0.0,0.0
11.74407696723938,0.0,0.0
11.774084091186523,0.0,0.0
11.8040931224823,0.0,0.0
11.834100008010864,0.0,0.0
11.864111423492432,0.0,0.0
11.894118309020996,0.0,0.0
11.924129486083984,0.0,0.0
11.95413613319397,0.0,0.0
11.984144926071167,0.0,0.0
12.014153003692627,0.0,0.0
12.044159650802612,0.0,0.0
12.074167013168335,0.0,0.0
12.104175329208374,0.0,0.0
12.134185075759888,0.0,0.0
12.164192199707031,0.0,0.0
12.194198608398438,0.0,0.0
12.224207162857056,0.0,0.0
12.254215717315674,0.0,0.0
12.284223556518555,0.0,0.0
12.314233541488647,0.0,0.0
12.344241619110107,0.0,0.0
12.374250650405884,0.0,0.0
12.404258012771606,0.0,0.0
12.43426513671875,0.0,0.0
12.464272499084473,0.0,0.0
12.494279861450195,0.0,0.0
12.524288415908813,0.0,0.0
12.554296493530273,0.0,0.0
12.58430290222168,0.0,0.0
12.614311933517456,0.0,0.0
12.6443190574646,0.0,0.0
12.674325704574585,0.0,0.0
12.70433235168457,0.0,0.0
12.734338521957397,0.0,0.0
12.7643461227417,0.0,0.0
12.794353008270264,0.0,0.0
12.824360609054565,0.0,0.0
12.854368448257446,0.0,0.0
12.884375810623169,0.0,0.0
12.914386987686157,0.0,0.0
12.944397449493408,0.0,0.0
12.974404335021973,0.0,0.0
13.004410743713379,0.0,0.0
13.03441858291626,0.0,0.0
13.064428329467773,0.0,0.0
13.094436407089233,0.0,0.0
13.124444484710693,0.0,0.0
13.154454946517944,0.0,0.0
13.184463262557983,0.0,0.0
13.214470624923706,0.0,0.0
13.244479179382324,0.0,0.0
13.274487972259521,0.0,0.0
13.304496765136719,0.0,0.0
13.334503650665283,0.0,0.0
13.36451244354248,0.0,0.0
13.394524335861206,0.0,0.0
13.424534320831299,0.0,0.0
13.454541683197021,0.0,0.0
13.484549522399902,0.0,0.0
13.514559745788574,0.0,0.0
13.544566631317139,0.0,0.0
13.574576139450073,0.0,0.0
13.604585647583008,0.0,0.0
13.634595155715942,0.0,0.0
13.664602994918823,0.0,0.0
13.6946120262146,0.0,0.0
13.724621772766113,0.0,0.0
13.754627704620361,0.0,0.0
13.784635305404663,0.0,0.0
13.81464695930481,0.0,0.0
13.844653606414795,0.0,0.0
13.874664068222046,0.0,0.0
13.90467095375061,0.0,0.0
13.93467926979065,0.0,0.0
13.964685678482056,0.0,0.0
13.994694948196411,0.0,0.0
14.024701356887817,0.0,0.0
14.054709911346436,0.0,0.0
14.084718465805054,0.0,0.0
14.114728927612305,0.0,0.0
14.144738674163818,0.0,0.0
14.174745082855225,0.0,0.0
14.204753875732422,0.0,0.0
14.234764337539673,0.0,0.0
14.264771461486816,0.0,0.0
14.294781684875488,0.0,0.0
14.324787616729736,0.0,0.0
14.354799270629883,0.0,0.0
14.384806871414185,0.0,0.0
14.414814949035645,0.0,0.0
14.444822788238525,0.0,0.0
14.474833011627197,0.0,0.0
14.504841804504395,0.0,0.0
14.5348482131958,0.0,0.0
14.564857721328735,0.0,0.0
14.594866275787354,0.0,0.0
14.624874591827393,0.0,0.0
14.654884815216064,0.0,0.0
14.684893608093262,0.0,0.0
14.714902877807617,0.0,0.0
14.744911432266235,0.0,0.0
14.774921894073486,0.0,0.0
14.804930686950684,0.0,0.0
14.83493947982788,0.0,0.0
14.864946126937866,0.0,0.0
14.8949556350708,0.0,0.0
14.924964904785156,0.0,0.0
14.954974174499512,0.0,0.0
14.984982967376709,0.0,0.0
15.014992237091064,0.0,0.0
15.04500126838684,0.0,0.0
15.075009822845459,0.0,0.0
15.105016946792603,0.0,0.0
15.1350257396698,0.0,0.0
15.165032625198364,0.0,0.0
15.195040464401245,0.0,0.0
15.225048303604126,0.0,0.0
15.255058288574219,0.0,0.0
15.285064935684204,0.0,0.0
15.315075397491455,0.0,0.0
15.345083951950073,0.0,0.0
15.37509274482727,0.0,0.0
15.405105113983154,0.0,0.0
15.43511438369751,0.0,0.0
15.465123414993286,0.0,0.0
15.495135307312012,0.0,0.0
15.525146245956421,0.0,0.0
15.555155277252197,0.0,0.0
15.58516240119934,0.0,0.0
15.615172147750854,0.0,0.0
15.64518117904663,0.0,0.0
15.675189018249512,0.0,0.0
15.705199003219604,0.0,0.0
15.73520541191101,0.0,0.0
15.765215873718262,0.0,0.0
15.7952241897583,0.0,0.0
15.825230360031128,0.0,0.0
15.855237007141113,0.0,0.0
15.88524603843689,0.0,0.0
15.915254592895508,0.0,0.0
15.945262670516968,0.0,0.0
15.97527265548706,0.0,0.0
16.005278825759888,0.0,0.0
16.035285234451294,0.0,0.0
16.065293073654175,0.0,0.0
16.095303297042847,0.0,0.0
16.12531042098999,0.0,0.0
16.15531897544861,0.0,0.0
16.18532633781433,0.0,0.0
16.21533441543579,0.0,0.0
16.24534296989441,0.0,0.0
16.275350332260132,0.0,0.0
16.305357456207275,0.0,0.0
16.335364818572998,0.0,0.0
16.365374326705933,0.0,0.0
16.395381450653076,0.0,0.0
16.4253888130188,0.0,0.0
16.455395698547363,0.0,0.0
16.485404014587402,0.0,0.0
16.515411853790283,0.0,0.0
16.54542064666748,0.0,0.0
16.575430870056152,0.0,0.0
16.605437517166138,0.0,0.0
16.635444402694702,0.0,0.0
16.665456533432007,0.0,0.0
16.69546341896057,0.0,0.0
16.725473403930664,0.0,0.0
16.755483388900757,0.0,0.0
16.78549361228943,0.0,0.0
16.815503120422363,0.0,0.0
16.845510482788086,0.0,0.0
16.8755202293396,0.0,0.0
16.90552806854248,0.0,0.0
16.935535430908203,0.0,0.0
16.965542793273926,0.0,0.0
16.995550870895386,0.0,0.0
17.0255606174469,0.0,0.0
17.055567026138306,0.0,0.0
17.085576057434082,0.0,0.0
17.115586042404175,0.0,0.0
17.14559555053711,0.0,0.0
17.17560315132141,0.0,0.0
17.205613613128662,0.0,0.0
17.235621213912964,0.0,0.0
17.265629053115845,0.0,0.0
17.29563617706299,0.0,0.0
17.32564640045166,0.0,0.0
17.35565495491028,0.0,0.0
17.385663986206055,0.0,0.0
17.41567301750183,0.0,0.0
17.445679426193237,0.0,0.0
17.47568941116333,0.0,0.0
17.50570034980774,0.0,0.0
17.535709381103516,0.0,0.0
17.56571936607361,0.0,0.0
17.595731258392334,0.0,0.0
17.625738859176636,0.0,0.0
17.655747175216675,0.0,0.0
17.68575429916382,0.0,0.0
17.7157621383667,0.0,0.0
17.74577021598816,0.0,0.0
17.775777578353882,0.0,0.0
17.80578637123108,0.0,0.0
17.835795164108276,0.0,0.0
17.86580753326416,0.0,0.0
17.89581608772278,0.0,0.0
17.925823211669922,0.0,0.0
17.95583200454712,0.0,0.0
17.985841035842896,0.0,0.0
18.015851974487305,0.0,0.0
18.045859336853027,0.0,0.0
18.075868606567383,0.0,0.0
18.105875492095947,0.0,0.0
18.135884284973145,0.0,0.0
18.165892601013184,0.0,0.0
18.195900201797485,0.0,0.0
18.225908517837524,0.0,0.0
18.255915880203247,0.0,0.0
18.28592586517334,0.0,0.0
18.315935134887695,0.0,0.0
18.345942974090576,0.0,0.0
18.375951290130615,0.0,0.0
18.40596079826355,0.0,0.0
18.43597102165222,0.0,0.0
18.46597909927368,0.0,0.0
18.49599027633667,0.0,0.0
18.525996685028076,0.0,0.0
18.556004524230957,0.0,0.0
18.58601212501526,0.0,0.0
18.61601996421814,0.0,0.0
18.646026134490967,0.0,0.0
18.67603373527527,0.0,0.0
18.70604181289673,0.0,0.0
18.73605227470398,0.0,0.0
18.76606273651123,0.0,0.0
18.796068906784058,0.0,0.0
18.82607913017273,0.0,0.0
18.856085777282715,0.0,0.0
18.886094331741333,0.0,0.0
18.91610288619995,0.0,0.0
18.946110486984253,0.0,0.0
18.97611951828003,0.0,0.0
19.006128311157227,0.0,0.0
19.036136388778687,0.0,0.0
19.06614589691162,0.0,0.0
19.096155643463135,0.0,0.0
19.1261625289917,0.0,0.0
19.156168699264526,0.0,0.0
19.186176776885986,0.0,0.0
19.216182947158813,0.0,0.0
19.246190547943115,0.0,0.0
19.27619695663452,0.0,0.0
19.30620527267456,0.0,0.0
19.336211919784546,0.0,0.0
19.36622166633606,0.0,0.0
19.396231174468994,0.0,0.0
19.426239728927612,0.0,0.0
19.4562509059906,0.0,0.0
19.486260890960693,0.0,0.0
19.516267776489258,0.0,0.0
19.546274423599243,0.0,0.0
19.5762836933136,0.0,0.0
19.606290340423584,0.0,0.0
19.63629937171936,0.0,0.0
19.6663076877594,0.0,0.0
19.696317672729492,0.0,0.0
19.726324558258057,0.0,0.0
19.756330728530884,0.0,0.0
19.78633975982666,0.0,0.0
19.816345930099487,0.0,0.0
19.84635305404663,0.0,0.0
19.876362085342407,0.0,0.0
19.906370401382446,0.0,0.0
19.936380624771118,0.0,0.0
19.966388702392578,0.0,0.0
19.99639630317688,0.0,0.0
20.02640390396118,0.0,0.0
20.056411027908325,0.0,0.0
20.086418628692627,0.0,0.0
20.1164288520813,0.0,0.0
20.146435499191284,0.0,0.0
20.17644190788269,0.0,0.0
20.20644998550415,0.0,0.0
20.236459493637085,0.0,0.0
20.266467571258545,0.0,0.0
20.29647445678711,0.0,0.0
20.326483964920044,0.0,0.0
20.356492042541504,0.0,0.0
20.38650107383728,0.0,0.0
20.416510820388794,0.0,0.0
20.446520566940308,0.0,0.0
20.476529359817505,0.0,0.0
20.50654149055481,0.0,0.0
20.53654909133911,0.0,0.0
20.56655979156494,0.0,0.0
20.596569776535034,0.0,0.0
20.62657928466797,0.0,0.0
20.656590223312378,0.0,0.0
20.686596870422363,0.0,0.0
20.71660566329956,0.0,0.0
20.746615648269653,0.0,0.0
20.776622772216797,0.0,0.0
20.806634664535522,0.0,0.0
20.83664608001709,0.0,0.0
20.866653203964233,0.0,0.0
20.896662712097168,0.0,0.0
20.92667245864868,0.0,0.0
20.9566810131073,0.0,0.0
20.9866886138916,0.0,0.0
21.016697645187378,0.0,0.0
21.046703815460205,0.0,0.0
21.07671308517456,0.0,0.0
21.106719970703125,0.0,0.0
21.136730432510376,0.0,0.0
21.166736841201782,0.0,0.0
21.196744441986084,0.0,0.0
21.226750373840332,0.0,0.0
21.25675678253174,0.0,0.0
21.286763668060303,0.0,0.0
21.316770315170288,0.0,0.0
21.346776723861694,0.0,0.0
21.37678599357605,0.0,0.0
21.406792879104614,0.0,0.0
21.436802864074707,0.0,0.0
21.466811656951904,0.0,0.0
21.496821403503418,0.0,0.0
21.52682852745056,0.0,0.0
21.556834936141968,0.0,0.0
21.586843013763428,0.0,0.0
21.61685061454773,0.0,0.0
21.646857976913452,0.0,0.0
21.676864862442017,0.0,0.0
21.706874132156372,0.0,0.0
21.736881256103516,0.0,0.0
21.76688838005066,0.0,0.0
21.796895742416382,0.0,0.0
21.82690191268921,0.0,0.0
21.856908798217773,0.0,0.0
21.88691759109497,0.0,0.0
21.916924238204956,0.0,0.0
21.946932077407837,0.0,0.0
21.97693920135498,0.0,0.0
22.00694966316223,0.0,0.0
22.036958694458008,0.0,0.0
22.06696891784668,0.0,0.0
22.096978902816772,0.0,0.0
22.12698721885681,0.0,0.0
22.156995058059692,0.0,0.0
22.187002182006836,0.0,0.0
22.217011213302612,0.0,0.0
22.247018337249756,0.0,0.0
22.27703046798706,0.0,0.0
22.307039737701416,0.0,0.0
22.337049961090088,0.0,0.0
22.367061138153076,0.0,0.0
22.397071599960327,0.0,0.0
22.42708110809326,0.0,0.0
22.457087755203247,0.0,0.0
22.487094163894653,0.0,0.0
22.51710081100464,0.0,0.0
22.547110080718994,0.0,0.0
22.577117204666138,0.0,0.0
22.60712766647339,0.0,0.0
22.637136220932007,0.0,0.0
22.667144536972046,0.0,0.0
22.697152853012085,0.0,0.0
22.727161407470703,0.0,0.0
22.757168769836426,0.0,0.0
22.78717589378357,0.0,0.0
22.817184925079346,0.0,0.0
22.847193956375122,0.0,0.0
22.877201080322266,0.0,0.0
22.907209396362305,0.0,0.0
22.937216758728027,0.0,0.0
22.96722650527954,0.0,0.0
22.997232913970947,0.0,0.0
23.027241468429565,0.0,0.0
23.05724811553955,0.0,0.0
23.087256908416748,0.0,0.0
23.11726474761963,0.0,0.0
23.1472749710083,0.0,0.0
23.177283763885498,0.0,0.0
23.207293033599854,0.0,0.0
23.237301349639893,0.0,0.0
23.267308712005615,0.0,0.0
23.29731559753418,0.0,0.0
23.32732391357422,0.0,0.0
23.357332706451416,0.0,0.0
23.387340307235718,0.0,0.0
23.417346954345703,0.0,0.0
23.447354078292847,0.0,0.0
23.47736358642578,0.0,0.0
23.50737190246582,0.0,0.0
23.537378311157227,0.0,0.0
23.56738829612732,0.0,0.0
23.597394943237305,0.0,0.0
23.62740445137024,0.0,0.0
23.65741467475891,0.0,0.0
23.687423944473267,0.0,0.0
23.717432975769043,0.0,0.0
23.747443675994873,0.0,0.0
23.77745294570923,0.0,0.0
23.80746054649353,0.0,0.0
23.837467908859253,0.0,0.0
23.86747717857361,0.0,0.0
23.897484064102173,0.0,0.0
23.92749285697937,0.0,0.0
23.957504510879517,0.0,0.0
23.98751425743103,0.0,0.0
24.017521619796753,0.0,0.0
24.04752826690674,0.0,0.0
24.077537298202515,0.0,0.0
24.107544898986816,0.0,0.0
24.137553930282593,0.0,0.0
24.16756534576416,0.0,0.0
24.197574138641357,0.0,0.0
24.22758412361145,0.0,0.0
24.25759196281433,0.0,0.0
24.287601470947266,0.0,0.0
24.317607879638672,0.0,0.0
24.347617864608765,0.0,0.0
24.377626419067383,0.0,0.0
24.407634258270264,0.0,0.0
24.437642335891724,0.0,0.0
24.467651844024658,0.0,0.0
24.497660875320435,0.0,0.0
24.527668476104736,0.0,0.0
24.55767798423767,0.0,0.0
24.58768916130066,0.0,0.0
24.61769700050354,0.0,0.0
24.64770531654358,0.0,0.0
24.677712202072144,0.0,0.0
24.707721710205078,0.0,0.0
24.73772883415222,0.0,0.0
24.767735719680786,0.0,0.0
24.797743320465088,0.0,0.0
24.8277530670166,0.0,0.0
24.857760190963745,0.0,0.0
24.887767791748047,0.0,0.0
24.917778491973877,0.0,0.0
24.94778871536255,0.0,0.0
24.977795124053955,0.0,0.0
25.007803916931152,0.0,0.0
25.03781008720398,0.0,0.0
25.067819595336914,0.0,0.0
25.097827196121216,0.0,0.0
25.127837419509888,0.0,0.0
25.15784502029419,0.0,0.0
25.18785548210144,0.0,0.0
25.217864990234375,0.0,0.0
25.24787425994873,0.0,0.0
25.277880668640137,0.0,0.0
25.307887077331543,0.0,0.0
25.337897062301636,0.0,0.0
25.36790633201599,0.0,0.0
25.397913455963135,0.0,0.0
25.42792248725891,0.0,0.0
25.457929372787476,0.0,0.0
25.487938404083252,0.0,0.0
25.51794743537903,0.0,0.0
25.547953605651855,0.0,0.0
25.577962398529053,0.0,0.0
25.607969760894775,0.0,0.0
25.637977838516235,0.0,0.0
25.667988538742065,0.0,0.0
25.697996616363525,0.0,0.0
25.728004932403564,0.0,0.0
25.75801157951355,0.0,0.0
25.788018941879272,0.0,0.0
25.818026781082153,0.0,0.0
25.848036289215088,0.0,0.0
25.8780460357666,0.0,0.0
25.90805411338806,0.0,0.0
25.93806028366089,0.0,0.0
25.96807098388672,0.0,0.0
25.998079299926758,0.0,0.0
26.028087854385376,0.0,0.0
